estimated_number_of_hours,facility_name,facility_id,industry_segment,pneum_pump_type,pneum_pump_type_total_co2_emm,reporting_year,table_desc,table_num,total_ch4_emissions,total_pneumatic_pump_count
,White Rock Oil & Gas LLC - 395 Williston,1011923,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8564.64,ConocoPhillips Anadarko (360),1007475,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.6,2016,NG Driven Pneumatic Pumps emissions,Table C.1,80.43,48
,"LOGOS OPERATING, LLC",1012724,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Williams - G&B Facility - Denver Basin 540 (Tulsa, OK)",1013203,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Encana Oil & Gas - San Juan Basin,1008216,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
4380,Williams G&B Facility  Appalachian Basin 160,1012218,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2022,NG Driven Pneumatic Pumps emissions,Table C.1,7.65,7
2506.952227,"EOG Resources, Inc. 420 Fort Worth syncline",1008977,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,34.1,2022,NG Driven Pneumatic Pumps emissions,Table C.1,90.93,1113
8760,"Duncan Oil Properties, Inc. 360 Anadarko Basin",1008598,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.5,2020,NG Driven Pneumatic Pumps emissions,Table C.1,7.12,5
8760,Apache Corporation - Permian Basin 430,1009391,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.8,2018,NG Driven Pneumatic Pumps emissions,Table C.1,10.7,8
8760,Energy Transfer 415 - Strawn Basin,1012385,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,6.4,2018,NG Driven Pneumatic Pumps emissions,Table C.1,165.2,91
8760,Noble Midstream Services - Permian Basin 430,1013221,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2022,NG Driven Pneumatic Pumps emissions,Table C.1,4.8,3
,Green River Basin - 535,1008954,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Dugan Production Corp- San Juan Basin,1008540,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
1758,"EOG Resources, Inc. 507 Central Western Overthrust",1008395,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.8,2019,NG Driven Pneumatic Pumps emissions,Table C.1,4.12,135
8760,Rosewood 540 Denver Basin,1009488,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2015,NG Driven Pneumatic Pumps emissions,Table C.1,4.14,2
,"Miller Energy Company II, LLC",1010291,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"Caza Petroleum, LLC - Permian OSP",1014415,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.6,2021,NG Driven Pneumatic Pumps emissions,Table C.1,29.41,18
8760,Callon (Permian) LLC - Basin 430 GB,1013338,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2018,NG Driven Pneumatic Pumps emissions,Table C.1,12.07,7
8760,Grizzly Green River Basin 535,1011518,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,29.6,2016,NG Driven Pneumatic Pumps emissions,Table C.1,284.96,152
8760,"Blue Racer Midstream, LLC 160 Appalachian Basin GB",1012563,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2017,NG Driven Pneumatic Pumps emissions,Table C.1,24.99,14
3624,BREITBURN OPERATING LP-BASIN 535,1010157,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.3,2015,NG Driven Pneumatic Pumps emissions,Table C.1,198.2,253
8271,"Chesapeake Appalachia LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",1008523,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.7,2018,NG Driven Pneumatic Pumps emissions,Table C.1,899.29,437
,Coterra Energy 160A Appalachian (EOA),1008503,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,KinderHawk Field Services LLC 230 Arkla Basin,1012200,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,29.8,2020,NG Driven Pneumatic Pumps emissions,Table C.1,287.59,140
,DE3 Operating LLC - Permian Basin (430) Operations,1013303,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Enterprise Products Operating LLC 260 East Texas Basin,1012487,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,22.8,2019,NG Driven Pneumatic Pumps emissions,Table C.1,166.51,84
8009.631068,Hilcorp Appalachian Basin (Eastern Overthrust Area),1011995,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.5,2021,NG Driven Pneumatic Pumps emissions,Table C.1,193.11,103
,Chevron MCA 595 Piceance Basin Gathering and Boosting,1012311,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Samuel Gary Jr. & Associates Central Kansas Uplift (385) Operations,1009112,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Delaware G&P, LLC G&B 430 - Permian Basin",1012810,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,US Realm LLC Atlantic Rim,1012680,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,3.3,2019,NG Driven Pneumatic Pumps emissions,Table C.1,132.12,60
,Hinkle Oil & Gas Inc.,1013026,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,220 Gulf Coast,1009263,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Eni US Operating Co. Inc. - Nikaitchuq & Oooguruk Development,1008534,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,White Knight 420 Fort Worth Syncline,1012014,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,29.5,2015,NG Driven Pneumatic Pumps emissions,Table C.1,228.81,131
8518.5,"Validus Energy Aquilas AssetCo, LLC",1012833,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,8.3,2020,NG Driven Pneumatic Pumps emissions,Table C.1,124.96,80
,"Grade 6 Oil, LLC",1010707,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
2.5,Denbury Onshore LLC 530 Wind River GB,1013748,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2020,NG Driven Pneumatic Pumps emissions,Table C.1,0.00E+00,2
8760,"Merit Energy Co., South Texas G&B  220",1012358,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,3.6,2022,NG Driven Pneumatic Pumps emissions,Table C.1,39.5,20
8760,"MarkWest Energy East Texas Gas Company, L.L.C. - 260 East Texas Basin - G&B",1012484,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,17.7,2022,NG Driven Pneumatic Pumps emissions,Table C.1,363.3,187
8784,430 Permian Basin GB DEC,1012353,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.4,2016,NG Driven Pneumatic Pumps emissions,Table C.1,3.11,2
4380,Riviera Resources 535 Green River Basin Production Segment,1010397,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.4,2016,NG Driven Pneumatic Pumps emissions,Table C.1,79.28,84
5500,"OXY USA Inc., Permian Basin G&B - 430",1012551,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,1.4,2019,NG Driven Pneumatic Pumps emissions,Table C.1,85.22,74
8272.64,BBOG Gulf Coast Basin #220,1011534,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,9.2,2017,NG Driven Pneumatic Pumps emissions,Table C.1,128.81,77
7136,"EXCO Resources (PA), LLC - Basin 160A",1008673,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.1,2015,NG Driven Pneumatic Pumps emissions,Table C.1,69.63,39
8425,"Vine Energy, Inc.",1008081,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,48.7,2021,NG Driven Pneumatic Pumps emissions,Table C.1,332.36,163
3624,BREITBURN OPERATING LP-BASIN 507,1010319,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.3,2016,NG Driven Pneumatic Pumps emissions,Table C.1,44.47,58
8760,"Eclipse Resources I, LP",1013413,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.00E+00,2021,NG Driven Pneumatic Pumps emissions,Table C.1,7.28,5
,Jay-Bee Oil & Gas Wellsites,1012734,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,EP Energy E&P 430 Permian Basin,1007777,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.4,2021,NG Driven Pneumatic Pumps emissions,Table C.1,12.2,8
,Saga Petroleum 160A Appalachian Basin Eastern Overthrust Area,1011295,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
2124.61,Caerus Piceance LLC,1008296,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.6,2022,NG Driven Pneumatic Pumps emissions,Table C.1,46.38,96
8760,SandRidge 360 Anadarko Basin,1008806,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,24.3,2017,NG Driven Pneumatic Pumps emissions,Table C.1,2136.39,1166
,San Joaquin Basin Gathering & Boosting - Chevron USA Inc.,1012143,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Panther Energy II - Basin 430,1012514,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"E2 Appalachian Compression, LLC G&B-160-Appalachian Basin",1012753,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Hess Corporation - 395 - Williston Basin Gath & Boostn,1012790,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,Finley Resources Inc - Uintah Basin (575),1009357,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.2,2018,NG Driven Pneumatic Pumps emissions,Table C.1,321.14,175
,MACPHERSON OIL COMPANY,1004628,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
,Jagged Peak Permian Basin (430) Operations,1012542,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8784,"Validus Energy Aquilas AssetCo, LLC",1008090,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.6,2020,NG Driven Pneumatic Pumps emissions,Table C.1,38.66,24
,"EOG Resources, Inc. 360 Anadarko basin",1008352,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,SEP Williston Basin 395 Production,1012100,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.4,2021,NG Driven Pneumatic Pumps emissions,Table C.1,71.75,34
,Basin 220 South TX & South LA - OSP,1008576,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,XCL - Uinta Basin,1013288,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.2,2018,NG Driven Pneumatic Pumps emissions,Table C.1,6.83,4
365,Presidio Petroleum 360 Anadarko Basin,1009335,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2022,NG Driven Pneumatic Pumps emissions,Table C.1,13.93,187
,PureWest/Green River Basin,1009125,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"White Oak Energy 220 Gulf Coast Basin (LA, TX)",1009783,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,51.4,2015,NG Driven Pneumatic Pumps emissions,Table C.1,398.23,228
7035.0356,415 Strawn Basin BKV - Production,1009276,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,41.3,2019,NG Driven Pneumatic Pumps emissions,Table C.1,407.58,241
,Aethon Energy Operating-230-Arkla Basin,1012509,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2022,NG Driven Pneumatic Pumps emissions,Table C.1,,
4679.3,Formentera Operations - Gulf Coast Basin OSP,1014690,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,24.5,2022,NG Driven Pneumatic Pumps emissions,Table C.1,382.4,375
4380,Williams G&B Facility  Permian Basin 430,1012189,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.1,2022,NG Driven Pneumatic Pumps emissions,Table C.1,4.87,6
,White Rock Oil & Gas LLC - 430 - Permian,1013412,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2019,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,415 Strawn BKV  GB,1012545,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,8.6,2021,NG Driven Pneumatic Pumps emissions,Table C.1,107.21,52
7382.3,COTERRA ENERGY - 360 - ANADARKO BASIN,1008702,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.3,2021,NG Driven Pneumatic Pumps emissions,Table C.1,12.17,8
,"Williston Basin/SOGC, Inc.",1009607,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2018,NG Driven Pneumatic Pumps emissions,Table C.1,,
8152,EQM Olympus Midstream LLC - Basin 160A,1012467,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.3,2018,NG Driven Pneumatic Pumps emissions,Table C.1,48.23,24
,Mewbourne Oil Company - Permian Basin 430,1013845,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2017,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,"FDL Operating, LLC 430 Permian Basin",1012666,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,34.7,2017,NG Driven Pneumatic Pumps emissions,Table C.1,647.83,449
,Basin 160A - Appalachia,1010350,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2016,NG Driven Pneumatic Pumps emissions,Table C.1,,
8540,CRI 355 Chautauqua,1008469,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0.4,2016,NG Driven Pneumatic Pumps emissions,Table C.1,11.85,6
837.3,Tallgrass Powder River Basin Gathering System,1012205,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,0.2,2019,NG Driven Pneumatic Pumps emissions,Table C.1,2.46,16
8432.766254,COTERRA ENERGY - 430 - PERMIAN BASIN GATHERING AND BOOSTING,1012708,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,2.1,2019,NG Driven Pneumatic Pumps emissions,Table C.1,89.84,52
,AMP Angelina - Basin 260 G&B,1013405,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,PureWest/Green River Basin,1009125,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,CRI 515 Powder River,1008857,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2021,NG Driven Pneumatic Pumps emissions,Table C.1,,
,COG Operating LLC  430 Permian Basin,1009707,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
,"Hilcorp Alaska, LLC 820 Kenai G&B",1012165,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],Natural Gas Driven Pneumatic Pumps,,2020,NG Driven Pneumatic Pumps emissions,Table C.1,,
8760,SandRidge 375 Sedgwick Basin,1008807,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.5,2018,NG Driven Pneumatic Pumps emissions,Table C.1,111.27,67
